ID,LOAN_ID,USER_ID,CREATED_AT,AMOUNT_DISBURSED,AMOUNT_FEE,NUM_REPAYMENTS,DAYS_BTWN_REPAYMENTS,LOAN_TERM_DAYS,LOAN_STATUS,DISBURSED_AT,USER_LOAN_RANK,PAID_IN_FULL_AT,CREDIT_SCORE,AMOUNT_REPAID,LOAN_TENURE
42201,5558452,3275018,2018-04-05,250,38,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.5663,0,
29983,5558740,3275026,2018-04-05,250,38,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.5196,78,
95953,5696780,3275087,2018-11-05,250,38,4,7,28,defaulted,2018-11-05 00:00:00,1,,0.5291,46,
74692,5559042,3275266,2018-04-05,1000,152,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.5104,0,
48260,6511324,3275517,2018-06-18,1000,152,4,7,28,defaulted,18/06/18,4,,0.8561,25,
29635,5559349,3275647,2018-04-05,1000,152,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.6793,0,
60248,5559544,3275742,2018-04-05,1000,152,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.5461,0,
56661,5560435,3275946,2018-05-05,1000,152,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.6992,340,
17922,5561515,3276422,2018-05-05,1000,152,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.5737,300,
85170,5562177,3276735,2018-05-05,500,76,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.6171,0,
24837,5723537,3276928,2018-12-05,1000,152,4,7,28,defaulted,2018-12-05 00:00:00,2,,0.8231,0,
36602,6342562,3277291,2018-10-06,2000,304,4,7,28,defaulted,2018-10-06 00:00:00,4,,0.8385,0,
11903,5564455,3277647,2018-05-05,1000,152,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.575,0,
41474,5564976,3277740,2018-05-05,500,76,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.5855,0,
87072,6046158,3277882,2018-05-28,1000,152,4,7,28,defaulted,28/05/18,2,,0.8319,0,
34146,5565284,3277987,2018-05-05,1000,152,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.5241,0,
72232,5608515,3278512,2018-07-05,250,38,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.5295,0,
38723,6293334,3278639,2018-08-06,2000,304,4,7,28,defaulted,2018-08-06 00:00:00,4,,0.8598,600,
30323,5567090,3278769,2018-05-05,1000,152,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.5209,0,
22289,5567817,3278985,2018-05-05,1000,152,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.5897,288,
10802,5569538,3279198,2018-05-05,1000,153,1,28,28,defaulted,2018-05-05 00:00:00,1,,0.6149,0,
94932,5568416,3279275,2018-05-05,1000,153,1,28,28,defaulted,2018-05-05 00:00:00,1,,0.7365,0,
1149,5584973,3279378,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5539,0,
81703,5570700,3280138,2018-05-05,500,76,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.587,0,
25662,6155288,3280319,2018-02-06,250,38,4,7,28,defaulted,2018-02-06 00:00:00,2,,0.798,0,
26876,5619153,3280590,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.6524,0,
97373,6692340,3280839,2018-06-27,2000,304,4,7,28,defaulted,27/06/18,7,,0.9028,0,
58246,5572576,3280993,2018-05-05,1000,152,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.7036,300,
78926,5572496,3281045,2018-05-05,1000,152,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.6407,0,
13833,5586673,3281319,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5194,0,
38567,5573618,3281371,2018-05-05,1000,152,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.6281,0,
93603,5581975,3281472,2018-05-05,250,38,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5641,0,
31826,6282494,3281505,2018-08-06,1000,152,4,7,28,defaulted,2018-08-06 00:00:00,2,,0.77,0,
23832,5784026,3281520,2018-05-15,1000,152,4,7,28,defaulted,15/05/18,2,,0.7953,7,
49844,5575088,3281559,2018-05-05,500,76,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.6029,0,
95691,5574341,3281759,2018-05-05,250,38,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.5501,0,
26654,6073406,3281936,2018-05-29,2000,304,4,7,28,defaulted,29/05/18,2,,0.8837,0,
67484,6426936,3282322,2018-06-14,1000,152,4,7,28,defaulted,14/06/18,3,,0.7849,0,
59783,6315646,3282661,2018-09-06,4000,540,4,7,28,defaulted,2018-09-06 00:00:00,5,,0.8974,500,
40460,5583111,3282666,2018-05-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.7306,0,
46840,6547688,3283072,2018-06-20,500,76,4,7,28,defaulted,20/06/18,2,,0.714,0,
11576,5577705,3283142,2018-05-05,1000,152,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.5491,288,
56995,5579055,3283170,2018-05-05,1000,152,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.4894,0,
62832,6269280,3283185,2018-07-06,1000,152,4,7,28,defaulted,2018-07-06 00:00:00,3,,0.8313,398,
28294,5577906,3283231,2018-05-05,1000,152,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.5534,0,
12712,5723059,3283368,2018-12-05,500,76,4,7,28,defaulted,2018-12-05 00:00:00,1,,0.4757,0,
75021,5579129,3283711,2018-05-05,500,76,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.6204,0,
16477,6318334,3284073,2018-09-06,2000,304,4,7,28,defaulted,2018-09-06 00:00:00,3,,0.8506,0,
22353,5593776,3284198,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.522,0,
39696,5580831,3284413,2018-05-05,1000,152,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.5054,0,
41142,6599933,3284616,2018-06-22,2000,304,4,7,28,defaulted,22/06/18,2,,0.762,8,
11313,5581277,3284700,2018-05-05,1000,152,4,7,28,defaulted,2018-05-05 00:00:00,1,,0.6617,0,
10732,5754302,3284757,2018-05-13,1000,152,4,7,28,defaulted,14/05/18,1,,0.688,308,
93677,5653014,3284790,2018-09-05,250,38,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.5201,0,
68552,5582226,3285220,2018-05-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.7521,288,
84424,6051392,3285272,2018-05-28,1000,152,4,7,28,defaulted,28/05/18,4,,0.825,0,
27661,6438850,3285682,2018-06-15,1000,112,4,7,28,defaulted,15/06/18,1,,0.5911,0,
48462,6338137,3285790,2018-10-06,1000,152,4,7,28,defaulted,2018-10-06 00:00:00,1,,0.8006,0,
82965,6316319,3286194,2018-09-06,2000,304,4,7,28,defaulted,2018-09-06 00:00:00,3,,0.8757,0,
88134,5584108,3286532,2018-05-05,500,76,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5869,344,
10403,5584480,3286857,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5129,0,
80828,5585750,3287359,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.6186,0,
80574,5586681,3287777,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.6891,0,
98082,5807423,3287797,2018-05-16,250,38,4,7,28,defaulted,16/05/18,2,,0.8501,34,
40779,5587604,3287932,2018-06-05,1000,153,1,28,28,defaulted,2018-06-05 00:00:00,1,,0.5047,0,
73791,5714268,3287939,2018-11-05,1000,152,4,7,28,defaulted,2018-11-05 00:00:00,1,,0.6024,0,
25464,5588075,3288084,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5175,152,
78977,5824354,3288305,2018-05-17,1000,152,4,7,28,defaulted,17/05/18,2,,0.8096,0,
30181,5588571,3288517,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.7598,0,
21396,5588689,3288662,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5655,0,
21469,5746612,3289056,2018-05-13,500,76,4,7,28,defaulted,13/05/18,2,,0.8263,70,
68322,6054565,3289168,2018-05-28,1000,152,4,7,28,defaulted,28/05/18,2,,0.8612,357,
94212,5591975,3289219,2018-06-05,250,38,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5107,0,
13793,5591215,3289290,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.7353,0,
77002,5590130,3289292,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5066,300,
29748,5590976,3289339,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.7375,0,
71722,5670103,3289395,2018-09-05,250,38,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.4945,0,
20698,5590460,3289480,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5582,0,
19045,5591603,3289520,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5889,0,
13124,5590813,3289671,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5626,0,
54226,5591055,3289798,2018-06-05,250,38,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.6458,0,
16964,5591124,3289818,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5509,0,
74580,5902417,3289846,2018-05-21,500,76,4,7,28,defaulted,21/05/18,3,,0.79,0,
82905,5592138,3290367,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5368,150,
63426,6217268,3290369,2018-05-06,1000,152,4,7,28,defaulted,2018-05-06 00:00:00,4,,0.8657,2,
42779,5592573,3290567,2018-06-05,500,76,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.6631,0,
44152,5592907,3290693,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.6131,0,
98338,6321155,3290716,2018-09-06,2000,304,4,7,28,defaulted,2018-09-06 00:00:00,6,,0.8371,470,
8858,5760708,3291102,2018-05-14,1000,152,4,7,28,defaulted,14/05/18,3,,0.7887,4,
5686,5601424,3291213,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5235,0,
25875,5595296,3291469,2018-06-05,1000,153,1,28,28,defaulted,2018-06-05 00:00:00,1,,0.5954,0,
18473,5595239,3291739,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5825,200,
46463,6230295,3291994,2018-05-06,1000,152,4,7,28,defaulted,2018-05-06 00:00:00,3,,0.7764,0,
89735,5596461,3291998,2018-06-05,250,38,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5146,50,
21128,5596566,3292042,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5167,0,
89417,5596482,3292437,2018-06-05,1000,153,1,28,28,defaulted,2018-06-05 00:00:00,1,,0.6602,0,
30859,5596702,3292490,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5236,0,
70908,5597347,3292811,2018-06-05,500,76,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.6187,0,
11792,6340727,3293010,2018-10-06,2000,304,4,7,28,defaulted,2018-10-06 00:00:00,3,,0.8862,0,
85900,6638339,3293177,2018-06-24,2000,304,4,7,28,defaulted,24/06/18,5,,0.8599,576,
70494,5729741,3293265,2018-12-05,500,76,4,7,28,defaulted,2018-12-05 00:00:00,2,,0.8407,0,
17483,5598609,3293328,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5605,0,
67621,5877963,3293515,2018-05-19,500,76,4,7,28,defaulted,19/05/18,3,,0.8449,50,
55413,5711731,3293691,2018-11-05,1000,152,4,7,28,defaulted,2018-11-05 00:00:00,1,,0.5261,0,
46945,5625002,3293910,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.5369,0,
24537,6301583,3293985,2018-08-06,1000,152,4,7,28,defaulted,2018-08-06 00:00:00,2,,0.8151,0,
82405,5651350,3294084,2018-09-05,250,38,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.5895,0,
20209,5600479,3294137,2018-06-05,1000,152,4,7,28,defaulted,2018-06-05 00:00:00,1,,0.5877,0,
53527,6285951,3294204,2018-08-06,4000,540,4,7,28,defaulted,2018-08-06 00:00:00,4,,0.9021,0,
89601,6249352,3294980,2018-06-06,1000,152,4,7,28,defaulted,2018-06-06 00:00:00,4,,0.8217,20,
98467,6532567,3295193,2018-06-19,2000,304,4,7,28,defaulted,19/06/18,7,,0.8592,0,
53630,5604307,3295900,2018-06-05,500,76,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.6404,0,
95660,5618930,3295993,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.6286,0,
40785,5604329,3296114,2018-06-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.5729,288,
5677,6318172,3297117,2018-09-06,1000,152,4,7,28,defaulted,2018-09-06 00:00:00,2,,0.8141,0,
30447,5710238,3297158,2018-11-05,250,38,4,7,28,defaulted,2018-11-05 00:00:00,2,,0.8139,0,
27998,6284155,3297180,2018-08-06,2000,304,4,7,28,defaulted,2018-08-06 00:00:00,3,,0.8539,0,
1324,5606207,3297312,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.51,55,
23625,5688771,3297531,2018-10-05,1000,152,4,7,28,defaulted,2018-10-05 00:00:00,1,,0.6367,0,
32171,5606875,3297575,2018-07-05,1000,153,1,28,28,defaulted,2018-07-05 00:00:00,1,,0.5243,0,
54453,5608017,3297623,2018-07-05,500,76,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.6316,200,
11298,5607979,3297948,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.7702,6,
61056,5608040,3297986,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.7341,0,
96445,5725275,3298012,2018-12-05,500,76,4,7,28,defaulted,2018-12-05 00:00:00,2,,0.8354,0,
17952,6502670,3298194,2018-06-18,2000,306,1,28,28,defaulted,18/06/18,5,,0.8606,500,
66546,5608789,3298234,2018-07-05,500,76,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.6432,0,
40763,5609847,3298435,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.5947,0,
42847,5609410,3298476,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.8458,0,
16658,5610923,3299146,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.6601,200,
94628,5773014,3299162,2018-05-14,1000,152,4,7,28,defaulted,14/05/18,2,,0.8314,0,
30430,6041637,3299247,2018-05-28,1000,152,4,7,28,defaulted,28/05/18,4,,0.8408,0,
85919,5611749,3299573,2018-07-05,500,76,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.6359,0,
26192,5611953,3299630,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.5429,0,
60113,5667809,3299924,2018-09-05,250,38,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.5412,172,
17424,5613075,3300029,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.6023,0,
89908,6620545,3300341,2018-06-23,4000,540,4,7,28,defaulted,23/06/18,9,,0.868,140,
42924,5616660,3301087,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.5982,0,
46570,6679134,3301177,2018-06-26,500,76,4,7,28,defaulted,26/06/18,2,,0.787,0,
4042,5615438,3301443,2018-07-05,250,38,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.6508,72,
7790,6069635,3301508,2018-05-29,500,76,4,7,28,defaulted,29/05/18,3,,0.8384,0,
76334,6442057,3301530,2018-06-15,3100,432,4,7,28,defaulted,15/06/18,6,,0.8429,0,
60389,5857934,3301689,2018-05-19,1000,152,4,7,28,defaulted,19/05/18,2,,0.8214,200,
23877,5629519,3301934,2018-08-05,1000,152,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.5232,0,
50320,5772125,3302099,2018-05-14,1000,152,4,7,28,defaulted,14/05/18,1,,0.7044,0,
40799,5616958,3302139,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.5709,0,
87482,5616912,3302146,2018-07-05,500,76,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.6635,0,
34600,6269871,3302364,2018-07-06,500,76,4,7,28,defaulted,2018-07-06 00:00:00,1,,0.6313,0,
85811,5618419,3302575,2018-07-05,250,38,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.5644,0,
14041,6277296,3303214,2018-07-06,500,76,4,7,28,defaulted,2018-07-06 00:00:00,3,,0.7547,16,
53395,5619332,3303397,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.5346,0,
91509,6581197,3303624,2018-06-21,1000,152,4,7,28,defaulted,21/06/18,5,,0.8186,0,
94865,6322665,3304109,2018-09-06,2000,304,4,7,28,defaulted,2018-09-06 00:00:00,6,,0.8323,250,
10618,5621252,3304260,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.5607,0,
83540,5622295,3304781,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.6822,680,
75039,5622810,3305019,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.5813,300,
63239,5686619,3305171,2018-10-05,250,38,4,7,28,defaulted,2018-10-05 00:00:00,1,,0.566,0,
3035,5700724,3305356,2018-11-05,1000,152,4,7,28,defaulted,2018-11-05 00:00:00,1,,0.5663,120,
81135,5624655,3305860,2018-07-05,500,76,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.6773,0,
16572,5625604,3306039,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.5903,0,
1633,5625830,3306194,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.6509,100,
32245,5625879,3306500,2018-07-05,1000,152,4,7,28,defaulted,2018-07-05 00:00:00,1,,0.5823,288,
34807,6374873,3306621,2018-12-06,1000,152,4,7,28,defaulted,2018-12-06 00:00:00,1,,0.7549,0,
2413,5626551,3306641,2018-07-05,1000,152,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.564,400,
88891,5914100,3306750,2018-05-21,500,76,4,7,28,defaulted,21/05/18,1,,0.622,144,
99267,5814354,3306774,2018-05-16,1000,152,4,7,28,defaulted,16/05/18,2,,0.8359,175,
21751,5626654,3306951,2018-07-05,1000,152,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.529,0,
42627,5627030,3307060,2018-07-05,500,76,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.5808,0,
78244,5627009,3307182,2018-07-05,1000,152,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.6457,0,
4561,5734113,3307303,2018-12-05,250,38,4,7,28,defaulted,2018-12-05 00:00:00,1,,0.5088,0,
4914,5627373,3307483,2018-07-05,1000,152,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.6243,0,
78208,5628592,3308321,2018-08-05,1000,152,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.6735,0,
14453,6028635,3308526,2018-05-27,250,38,4,7,28,defaulted,27/05/18,1,,0.5705,0,
1650,6461423,3308826,2018-06-16,1000,112,4,7,28,defaulted,16/06/18,1,,0.5397,0,
61577,5779169,3309060,2018-05-15,1000,152,4,7,28,defaulted,15/05/18,2,,0.8459,300,
84415,5631541,3309347,2018-08-05,250,38,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.5037,0,
6193,6714785,3309417,2018-06-28,1000,152,4,7,28,defaulted,28/06/18,1,,0.5844,0,
93920,6477208,3309433,2018-06-17,2000,304,4,7,28,defaulted,17/06/18,6,,0.841,0,
7447,5632008,3309591,2018-08-05,1000,152,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.521,0,
67242,5653930,3309648,2018-09-05,250,38,4,7,28,defaulted,2018-09-05 00:00:00,2,,0.6992,0,
50471,6631810,3310117,2018-06-24,2000,304,4,7,28,defaulted,24/06/18,7,,0.866,72,
52608,6004896,3310193,2018-05-26,1000,152,4,7,28,defaulted,26/05/18,3,,0.8212,0,
80958,5633550,3310226,2018-08-05,1000,152,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.6111,0,
21930,6308166,3310379,2018-09-06,1000,152,4,7,28,defaulted,2018-09-06 00:00:00,2,,0.859,500,
42908,5634175,3310536,2018-08-05,1000,152,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.6746,0,
39006,5657446,3310829,2018-09-05,1000,152,4,7,28,defaulted,2018-09-05 00:00:00,2,,0.807,0,
26288,5656218,3310999,2018-09-05,1000,152,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.562,600,
30924,5635903,3311290,2018-08-05,500,76,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.6253,0,
53120,5636347,3311486,2018-08-05,1000,152,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.5452,288,
49476,6281391,3311540,2018-08-06,1000,152,4,7,28,defaulted,2018-08-06 00:00:00,2,,0.7921,350,
31348,5636805,3311682,2018-08-05,1000,153,1,28,28,defaulted,2018-08-05 00:00:00,1,,0.5833,0,
1719,5636972,3311737,2018-08-05,1000,152,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.6218,0,
87381,5645210,3311770,2018-08-05,1000,152,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.6878,0,
74022,5873344,3312466,2018-05-19,250,38,4,7,28,defaulted,19/05/18,2,,0.813,144,
65126,5638542,3312511,2018-08-05,250,38,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.5548,0,
62833,5641265,3313532,2018-08-05,1000,152,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.4827,0,
50164,5642232,3313575,2018-08-05,1000,152,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.6213,0,
33239,5657596,3313985,2018-09-05,1000,152,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.5922,500,
91726,6233052,3314294,2018-05-06,1000,152,4,7,28,defaulted,2018-05-06 00:00:00,2,,0.8423,0,
90127,5942084,3314349,2018-05-23,500,76,4,7,28,defaulted,23/05/18,3,,0.8143,174,
49917,5666326,3314507,2018-09-05,1000,152,4,7,28,defaulted,2018-09-05 00:00:00,2,,0.8211,0,
29589,5644120,3315089,2018-08-05,250,38,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.5784,0,
31524,5643586,3315158,2018-08-05,1000,152,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.5462,0,
99574,5838737,3315636,2018-05-18,500,76,4,7,28,defaulted,18/05/18,1,,0.633,260,
81239,5663102,3316489,2018-09-05,500,76,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.612,0,
52626,5646007,3316498,2018-08-05,250,38,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.5779,0,
21703,5661478,3316509,2018-09-05,1000,152,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.6101,0,
55507,5673005,3316908,2018-09-05,500,76,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.6567,0,
105,5647687,3316991,2018-08-05,1000,152,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.4762,0,
53232,6292874,3317247,2018-08-06,1000,152,4,7,28,defaulted,2018-08-06 00:00:00,4,,0.8516,0,
35823,6107987,3317673,2018-05-31,1000,152,4,7,28,defaulted,31/05/18,3,,0.8218,0,
65559,5648956,3317705,2018-08-05,500,76,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.6275,0,
13290,6093609,3317811,2018-05-30,500,76,4,7,28,defaulted,30/05/18,4,,0.8231,0,
89491,5855448,3317889,2018-05-18,1000,152,4,7,28,defaulted,18/05/18,2,,0.8144,268,
19295,5705728,3317912,2018-11-05,1000,152,4,7,28,defaulted,2018-11-05 00:00:00,1,,0.601,0,
56555,5648842,3317942,2018-08-05,1000,152,4,7,28,defaulted,2018-08-05 00:00:00,1,,0.6457,0,
3000,5650113,3318713,2018-08-05,1000,152,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.6241,0,
36229,5656735,3318805,2018-09-05,1000,152,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.4949,0,
35920,5694855,3318818,2018-10-05,250,38,4,7,28,defaulted,2018-11-05 00:00:00,1,,0.6082,0,
4813,5650290,3318897,2018-08-05,1000,152,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.5431,0,
55871,5650737,3319086,2018-08-05,250,38,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.5164,0,
34012,6329689,3319223,2018-10-06,1000,152,4,7,28,defaulted,2018-10-06 00:00:00,3,,0.8601,200,
70271,5652508,3319795,2018-09-05,500,76,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.5944,100,
43961,5654483,3320297,2018-09-05,1000,152,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.5861,250,
35968,5655507,3320734,2018-09-05,1000,152,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.5523,288,
31640,6461417,3321063,2018-06-16,1000,112,4,7,28,defaulted,16/06/18,1,,0.5761,0,
4523,5654886,3321162,2018-09-05,1000,152,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.7427,0,
50405,5659783,3321254,2018-09-05,1000,152,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.6718,0,
52207,5659967,3321698,2018-09-05,500,76,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.6547,0,
15209,5656156,3321706,2018-09-05,1000,152,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.5026,100,
630,5656250,3321744,2018-09-05,1000,152,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.6877,1120,
80284,5812034,3322048,2018-05-16,500,76,4,7,28,defaulted,16/05/18,2,,0.7694,0,
51767,5657152,3322229,2018-09-05,250,38,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.5605,0,
17693,5657427,3322354,2018-09-05,1000,152,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.498,0,
52992,6263703,3322397,2018-07-06,500,76,4,7,28,defaulted,2018-07-06 00:00:00,5,,0.8466,0,
25877,5658671,3323011,2018-09-05,1000,152,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.5509,799,
65941,5659427,3323170,2018-09-05,250,38,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.5327,0,
40215,5659534,3323443,2018-09-05,1000,152,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.653,0,
2270,5659546,3323449,2018-09-05,1000,152,4,7,28,defaulted,2018-09-05 00:00:00,1,,0.5167,0,
49046,5947140,3323577,2018-05-23,1000,152,4,7,28,defaulted,23/05/18,1,,0.4692,0,
17716,5663127,3323781,2018-09-05,1000,153,1,28,28,defaulted,2018-09-05 00:00:00,1,,0.5279,0,
87433,6175607,3323839,2018-03-06,500,76,4,7,28,defaulted,2018-03-06 00:00:00,2,,0.7603,150,
69116,5715872,3324116,2018-11-05,250,38,4,7,28,defaulted,2018-11-05 00:00:00,1,,0.553,0,
70696,6621700,3324220,2018-06-23,2000,304,4,7,28,defaulted,23/06/18,4,,0.8353,0,
68150,5709953,3324489,2018-11-05,500,76,4,7,28,defaulted,2018-11-05 00:00:00,1,,0.637,0,
75125,6530714,3324527,2018-06-19,1000,152,4,7,28,defaulted,19/06/18,4,,0.8743,3,
54408,5691861,3325307,2018-10-05,500,76,4,7,28,defaulted,2018-10-05 00:00:00,1,,0.5985,200,
